Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
Senior Expert Data Science,Novartis,"Hyderabad, Telangana",na,"Understand sophisticated and critical business problems, formulates integrated analytical approach to mine data sources, employ statistical methods and machine…",4.1,na,37.0
Python/Django Developer,iFuture Globistic Limited,"Visakhapatnam, Andhra Pradesh",na,Knowledge on machine Learning will be added advantage.We are looking for Python Developer responsible for writing server-side web application logic.,0.0,na,1.0
"Lead Specialist, Production Control",Dell Technologies,"Chennai, Tamil Nadu",na,"When you’re driving human progress through technology, having cutting-edge production processes and procedures is crucial.",4.0,na,457.0
Technical Content Writer (Intern),Iotech Designs Private Limited,"Noida, Uttar Pradesh","8,889 - 33,332 a month",We require a candidate who is passionate about tech stuff and have completed at least one or two content writing projects.Experience level: 6-12 Months.,0.0,na,1.0
Lead Scientist - Image Analytics,General Electric,"Bengaluru, Karnataka",na,The applicant should be highly passionate and an enthusiastic player for solving problems in medical and/or industrial imaging by building and implementing…,4.0,na,1.0
Advanced Software Engr,Honeywell,"Bengaluru, Karnataka",na,Understand EPIC / Stores and product architecture to develop PSR (Performance Scalability and Reliability) Test approach for enterprise applications.,3.7,na,1.0
Webex Escalation Engineer,Cisco Systems,"Bengaluru, Karnataka",na,The WebEx team is looking for a rockstar at managing high visibility customer issues and escalations.This person will be providing technical support and…,4.1,na,1.0
Senior Data Analytics,Dailyhunt,"Bengaluru, Karnataka",na,Machine learning to discover issues and resolve them.A master’s or bachelor degree from a reputed institution (preferably Engineering.,0.0,na,1.0
Customer Support Manager,Vunet Systems,"Bengaluru, Karnataka",na,"At VuNet, we are building next generation products that use a full stack product with big data and machine learning in innovative ways to monitor customer…",0.0,na,1.0
Python Developer,[x]cube LABS,"Hyderabad, Telangana",na,Expert knowledge in core python and related frameworks.A deep understanding and multi-process architecture and the threading limitations of Python.,0.0,na,1.0
AI - ML Lead,Insigma Technologies Private Limited,"Noida, Uttar Pradesh",na,Run machine learning tests and experiments.Develop machine learning applications according to requirements.Familiarity with machine learning frameworks (like…,0.0,na,1.0
ASIC Design,ANI Calls India Private Limited,"Noida, Uttar Pradesh","8,00,000 - 14,00,000 a year","Experience with image processing, computer vision, and machine learning applications.Experience verifying digital logic at RTL using SystemVerilog for FPGAs…",0.0,na,13.0
AI/ML - Engineer,ANI Calls India Private Limited,"Hyderabad, Telangana","9,00,000 - 16,00,000 a year",Demonstrates attention to detail and critical thinking skills in evaluation of Siri's language usage and dialect.,0.0,na,13.0
MATLAB Developer,DLK Technologies Pvt Ltd,"Chennai, Tamil Nadu","15,000 - 20,000 a month",Machine Learning: 1 year (Preferred).Strong programming skill in MATLAB and Simulink.Good communication and analytical problem-solving capability.,0.0,na,85.0
Sr. Software Development Engineer,Numerator,"Pune, Maharashtra",na,"Our engineering hurdles sit at the intersection of technologies ranging from mobile, computer vision and crowdsourcing, to machine learning and big data…",3.6,na,81.0
Java Developer - Financial Modelling Group | Analyst | Gurga...,BlackRock,"Gurgaon, Haryana",na,"Understanding of building models to solve problems including time series forecasting, clustering problems and hands on experience with a range of statistical…",3.8,na,799.0
Sr Software Engineer I/Senior Software Engineer II,Uber,"Hyderabad, Telangana",na,You will also get to work on systems that detect and mine anomalies in petabytes of data flowing through our systems and surfacing insights and actions that…,3.7,na,1587.0
React Native Developer,Aagam Media LLC,"Surat, Gujarat","12,326 - 54,148 a month","You'll have a sound understanding of computer science fundamentals and practical industry experience, working across the stack with technology involving modern…",0.0,na,81.0
Software Engineer II,Uber,"Hyderabad, Telangana",na,Engineers at Uber have a deep impact across a wide variety of business and technology decisions spanning multiple projects.,3.7,na,1587.0
Senior Engineer - Architect Role,Uber,"Bengaluru, Karnataka",na,"Work on systems that will use advanced machine learning techniques to optimize spend within different channels.Our core languages are Python, Golang and Java.",3.7,na,1587.0
Machine Learning Engineer,e-con Systems,"Chennai, Tamil Nadu",na,"Working with machine learning in embedded applications: model quantisation, fixed point neural networks.Our team is seeking experienced engineers who can help…",4.5,na,1.0
Business Analyst,Soroco,"Bengaluru, Karnataka",na,"Knowledge of machine learning techniques (clustering, classification, and sequencing, among others).As an individual contributor role, Business Analyst (BA)…",3.0,na,1.0
Director -QA,CarDekho,"Gurgaon, Haryana",na,"Enabled tools to OEMs and Car dealers including apps for dealer sales executives to manage leads, punch Insurance,.Own responsibilities of key product modules.",3.9,na,1.0
"Manager, Software Development 2",PayPal,"Hyderabad, Telangana",na,"You will work with a strong Engineering and analytics team to develop new solutions and machine learning based features to improve the speed, accuracy, and…",3.9,na,1.0
People Quality Analyst,Micron,"Hyderabad, Telangana",na,"Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine…",3.8,na,1.0
Advisor- Data Engineering,Dell Technologies,"Bengaluru, Karnataka",na,Enjoy learning new systems and Tools.As a product and analytics capabilities to point of action across DELL Technologies leveraging Machine learning algorithms…,4.0,na,457.0
Governance Risk and Compliance Analyst,Aera Technology,"Pune, Maharashtra",na,"Open to learning and working on new domains and technology.Aera's Cognitive OS leverages the best of artificial intelligence, machine learning, natural…",0.0,na,1.0
Sr. Salesforce Administrator,AlignTech,"Hyderabad, Telangana",na,"The Sales Administrator would be the providing administrative support to the commercial teams for user setup, right permissions, visibility, Account and…",0.0,na,1.0
Python-ML Resource,Ellicium Solutions Inc.,"Pune, Maharashtra",na,"Good understanding of supervised machine learning algorithms.Ability to train, store and deploy machine learning models.Tech (Computer Science) or M.",0.0,na,1.0
"Six Sigma Consultant - Hyderabad, TG",UnitedHealth Group,"Hyderabad, Telangana",na,"Drive Six Sigma quality culture in the organization.Identify issues and challenges, lead/facilitate improvement projects, measure and validate project results,…",3.7,na,889.0
Senior Software Engineer - Frontend,Uber,"Hyderabad, Telangana",na,Build rich user experiences for our consumer-facing applications and make the user’s interaction with Uber clear and intuitive.,3.7,na,1587.0
Senior Data Scientist,Cactus Global,Remote,na,"Knowledge of common machine learning frameworks.We are looking for a Data Scientist to be a part of Cactus Labs, an *R&D and innovation cell of Cactus…",0.0,NLP: 2 years,12.0
SAP SC Logistics/TM - Business Process Architect,Colgate-Palmolive,"Mumbai, Maharashtra",na,"The candidate is a subject matter expert and responsible for design,development and implementation of various applications in the area of SAP logistics,…",4.3,na,311.0
Data Scientist (5+ years experience),BreathX Technologies Pvt Ltd,"Bengaluru, Karnataka",na,"Good understanding of how machine learning, deep learning and A.I. algorithms work.Canary Global Inc.’ builds cutting edge diagnostic sensors that help doctors…",0.0,na,14.0
Associate Data Scientist,Nielsen,"Kochi, Kerala",na,"Understand the objective of the econometric models, and supervised and unsupervised learning methods, we deploy.Extract data from platforms using SQL.",3.8,na,1.0
Computer Scientist (Search),Adobe,"Noida, Uttar Pradesh",na,Apply data mining and machine learning to improve the ranking and recommendations as part of search work-flow.B. Tech or M. Tech in Computer Science.,4.2,na,1.0
Training Program Manager,ADCI HYD 13 SEZ,"Hyderabad, Telangana",na,Create learning content by gathering requirements and analyzing data from the business to prioritize learning as needed.,3.5,na,1.0
SAS Architect,CoreCompete,"Hyderabad, Telangana",na,"8+ Years of proven expertise in data integration and ETL tools like SAS DI Studio, SAS Visual Analytics etc.Expertise in Architecture, Design, and Development…",4.5,na,1.0
Director Engineering,BerryWorks,"New Delhi, Delhi",na,"Experience with Natural Language Processing or other machine learning technologies.Develop highly scalable platform leveraging machine learning, data…",0.0,na,1.0
Principal Data & Information Architect,GE Healthcare,"Bengaluru, Karnataka",na,"Further the knowledge and improve productivity of enterprise data architecture domain, through creating learning content, giving presentations, and supporting a…",3.9,na,1.0
Senior Machine Learning Engineer,Unnati,Remote,na,"As a Machine Learning Engineer you will be planning machine learning based projects, building resusable machine learning systems to deliver exceptional user…",3.8,na,1.0
Associate Software Engineer - Backend,Tekion,"Bengaluru, Karnataka",na,Design and build solutions for complex business workflows.Take end to end ownership of components and be responsible for the subsystems that you work on from…,0.0,na,1.0
"Data Scientist, Senior Manager",GO-JEK,"Bengaluru, Karnataka",na,"Our team members come from varied backgrounds, and bring with them a wide set of skills and expertise (mathematics, statistics, machine learning, structured…",0.0,na,1.0
Software Engineer,PayPal,"Hyderabad, Telangana",na,"Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and…",3.9,na,1.0
ASP.NET Developer,Upkarak Tech Solutions Pvt. Ltd.,"Mohali Sas Nagar, Chandigarh","14,000 - 45,000 a month","Good knowledge of Singe Page Application Server and JavaScript frameworks.Have good working knowledge on .BSc/BA in Computer Science, Engineering or a related…",0.0,.net: 1 yearTotal work: 1 yearC#: 1 year,84.0
Associate | Java Developer | Gurgaon,BlackRock,"Mumbai, Maharashtra",na,"Understanding of building models to solve problems including time series forecasting, clustering problems and hands on experience with a range of statistical…",3.8,na,799.0
Product Engineer,Codeclouds IT Solutions Pvt. Ltd,"Kolkata, West Bengal","2,40,000 - 4,60,000 a year",Experience or is familiar with new machine learning and AI technology.We are looking for an expert Product Engineer who is a logical thinker and has a passion…,4.8,na,551.0
Senior Data Scientist,Colgate-Palmolive,"Mumbai, Maharashtra",na,"This role is expected to apply strong expertise in data science and machine learning through leading data collection & mining, data analysis, data…",4.3,na,311.0
Database Developer,9ine,"Pune, Maharashtra",na,9ine are a UK based management consultancy supporting schools around the world with technology-related risk and compliance solutions.,0.0,na,41.0
Software-Senior Engineer,Telstra,"Bengaluru, Karnataka",na,"To work end-to-end on the analysis, design, development, deployment and support of new application integrations with Telstra's Internal Identity Access…",4.0,na,78.0
Senior Software Engineer- Frontend,Uber,"Hyderabad, Telangana",na,This data is the source of truth to understand the business performance in various regions and to help Uber in making business decisions.,3.7,na,1587.0
SAP Finance - COE Lead,Infosys Limited,"Bengaluru, Karnataka",na,"Groom Principal consultants to create deep expertise in the subject of Finance, Costing, Treasury functions of large global organization • Create a well-defined…",3.9,na,482.0
Data Engineer,SG Analytics,"Pune, Maharashtra",na,"SG Analytics is a leading provider of data-centric research and contextual analytics services globally to companies across BFSI, Media & Entertainment,…",3.4,na,1.0
Business Analyst,WAVELABS TECHNOLOGIES,"Hyderabad, Telangana",na,We intend on leveraging the advances in artificial intelligence (AI) and machine learning (ML) to build solutions that are loved by all.This is who we are.,0.0,na,1.0
Principal Machine Learning Engineer AI Product Startup,CareerXperts Consulting,"Chennai, Tamil Nadu",na,"ML provides technical thought leadership on hard, business impacting problems.Reporting directly into the VP of engineering, this role involves shaping the…",0.0,na,1.0
Sr Mgr - TechOps,Verizon,"Hyderabad, Telangana",na,"Verizon is a leading provider of technology, communications, information and entertainment products, transforming the way we connect across the globe.",3.9,na,1.0
Consultant - DER Analytics,ICF,"New Delhi, Delhi",na,"Experience with data handling, transformation and analysis; experience with data science, and machine learning in Python or R.Want to make a difference?",3.4,na,1.0
"Systems Administrator, Looker",Google,"Hyderabad, Telangana",na,Monitor data and machine learning to help predict and avoid outages.Due to the current health crisis related to COVID-19 and the escalating visa/travel…,4.3,na,1.0
Ad Operations Specialist,Joveo,"Bengaluru, Karnataka",na,"Powering more than 20 million jobs every day, Joveo’s data-driven platform uses advanced data science and machine learning to dynamically manage and optimize…",0.0,na,1.0
Sr Software Engineer (Global Payment Processing),Uber,"Hyderabad, Telangana",na,"Uber has a huge stack, and we're all over it: backend services, real-time dispatch, machine learning, mobile, web development, data and analytics,…",3.7,na,1587.0
Senior Machine Learning Engineer,skilora,Remote,na,"Creating and maintaining a framework for deploying machine learning algorithms.Developing, testing, and deploying machine learning algorithms to support and…",0.0,na,1.0
Software Engineer (Java - Spring Boot - Microservices - AWS),Telstra,"Bengaluru, Karnataka",na,"In this role, you will be building and supporting complex software for Charging & Payments functional domain using microservices, hosted in cloud platforms for…",4.0,na,78.0
Vxrail Technical Support Engineer,Dell Technologies,"Bengaluru, Karnataka",na,"For critical matters, we use our systems to provide remote diagnostic technical support.If there’s an issue with a customer’s product, we’ll analyze it,…",4.0,na,457.0
Data Scientist,Schlumberger,"Pune, Maharashtra",na,"Require Strong knowledge of machine learning and deep learning algorithms and their application to time series analysis, text analytics/ NLP, computer vision…",4.0,na,1.0
Application Architect,ISO,"Hyderabad, Telangana",na,"Our global team uses AI, machine learning, automation, and other emerging technologies to collect and analyze billions of records.",3.6,na,1.0
Quality Assurance Engineer,ADCI - Karnataka,"Bengaluru, Karnataka",na,The India Payments Tech in Bangalore is responsible to build product and technology solutions to build great payments products and experiences using various…,3.5,na,1.0
Data & Analytics Manager,The Boston Consulting Group,"Bengaluru, Karnataka",na,You will have the opportunity to leverage various methodologies to deliver value to BCG's client teams and Practice Areas (domain) through providing subject…,4.2,na,1.0
Artificial Intelligence,CCS Computers,"Delhi, Delhi",na,"Development with the latest state of the art Machine Learning/Deep Learning in Text classification, Summarization, Name-Entity Recognition, Q&A, Chatbots.",0.0,na,1.0
Delivery Management,Prodapt SA,"Hyderabad, Telangana",na,"Prodapt provides insights and thought leadership-led transformation services leveraging next-gen technologies such as RPA (robotic process automation), AI/ML …",0.0,na,1.0
Supplier Diversity Program Manager,Micron,"Hyderabad, Telangana",na,"Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine…",3.8,na,1.0
Robotics Developer,UNIMAX,"Delhi, Delhi","3,00,000 - 4,75,000 a year","Industry Area IT Software - System Programming.Key Skills Robotics Developer, Python, Perl, SLAM, VSLAM.Microcontrollers Atmega8, Arduino (Atmega 320P), and…",4.5,na,1.0
Consultant - Procurement & Supply Chain Strategy,Dell Technologies,"Bengaluru, Karnataka",na,"It deals with a wide range of initiatives including new business opportunities, mergers & acquisitions, partnerships, alliances and joint ventures.",4.0,na,457.0
Cloud Engineer,Web Spiders,"New Town, Kolkata, West Bengal",na,"We have a training room and a library with an extensive range of books, magazines and electronic resources available for advanced learning and development.",3.7,na,1.0
Senior Python/PHP Developer,1search.co,Remote,"6,00,000 - 12,00,000 a year","Machine Learning packages like scikit-learn, tensorflow, pandas, numpy, nltk, etc.Scraping the web using BeautifulSoup and Scrapy.",0.0,na,80.0
"Principal Engineer, Technical Support",Dell Technologies,"Bengaluru, Karnataka",na,"At Dell Technologies, world-class service doesn’t end when a customer purchases our innovative products.For critical matters, we use our systems to provide…",4.0,na,457.0
Algorithm Developer (4+ Years),Applied Materials Inc.,"Bengaluru, Karnataka",na,"Build, Train and Test Multiple machine learning models.The engineer should have experience working on large scale Machine learning/deep learning projects with…",3.9,Image processing/Computer vision: 3 yearsPython and experience of Ski-Learn/NumPy libraries: 4 yearsDeep Learning frameworks: 3 years,10.0
Senior Data Engineer,SG Analytics,"Pune, Maharashtra",na,"Specialties : ESG Consulting, Equity & Fixed Income Research, Corporate Finance & Valuation, Market Research, Market Intelligence, Data Engineering, Data…",3.4,na,1.0
Senior Data Engineer,SG Analytics,"Pune, Maharashtra",na,"SG Analytics is a leading provider of data-centric research and contextual analytics services globally to companies across BFSI, Media & Entertainment,…",3.4,na,1.0
ASP.NET Developer,Upkarak Tech Solutions Pvt. Ltd.,"Mohali Sas Nagar, Chandigarh","14,000 - 45,000 a month",2-5 years of total work experience.Good knowledge of Singe Page Application Server and JavaScript frameworks.Have good working knowledge on .,0.0,.net: 1 yearTotal work: 1 yearC#: 1 year,84.0
Sr Software Engineer I/Senior Software Engineer II,Uber,"Hyderabad, Telangana",na,"Uber has a huge stack, and we're all over it: backend services, real-time dispatch, machine learning, mobile, web development, data and analytics,…",3.7,na,1587.0
Java Architect,Infosys Limited,"Pune, Maharashtra",na,"Educational Requirements MCA,MTech,Bachelor of Engineering,BTech.A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role…",3.9,na,482.0
Infrastructure Support and SRE- AIX Operations,"JPMorgan Chase Bank, N.A.","Hyderabad, Telangana",na,"We embrace a culture of experimentation and constantly strive for improvement and learning.In 14 technology hubs worldwide, our team of 40,000+ technologists…",3.9,na,1.0
Associate Scientific Manager,Innoplexus,"Pune, Maharashtra",na,"Proficiency in Python programming and understanding of the libraries for bioinformatics, data science, machine learning and statistics.We need you to have:",4.5,na,1.0
IT Helpdesk Engineer,Tekion,"Bengaluru, Karnataka",na,"At Tekion, we're building the only cloud-native platform that is transforming the automotive retail industry, leapfrogging it into the future and providing…",0.0,na,1.0
Assistant Manager,S&P Global Market Intelligence,"Ahmedabad, Gujarat",na,This role provides a huge scope for learning and development and exploringahighly rewarding career path with room for professional growth.,3.9,na,1.0
Presales Executive,LeadSquared,India,na,LeadSquared is currently seeking a highly motivated Presales Executive to join its Pre-sales Team in Mumbai / Delhi-NCR / Bangalore.,0.0,na,1.0
"Architecture, Data, Analytics Lead",Citizengage,"Bengaluru, Karnataka",na,The foundation for cognitive computing and machine learning to.You will build the foundation for.Us to emerge as one India’s leading cognitive computing.,0.0,na,1.0
Data Science Analyst,S&P Global,"Hyderabad, Telangana",na,"Intermediate to advanced knowledge of machine learning, probability theory, statistics, algorithms, NLP and Deep Learning.The Role : Data Science Analyst.",3.9,na,1.0
Data Strategist,MiQ Digital,"Bengaluru, Karnataka",na,"Passionate about technology incl. data, analytics, machine learning, AI and Ad-tech.Act as expert on latest technology trends & products in the space of (big)…",0.0,na,1.0
Senior Software Engineer - Frontend,Uber,"Hyderabad, Telangana",na,"Uber has a huge stack, and we're all over it: backend services, real-time dispatch, machine learning, mobile, web development, data and analytics,…",3.7,na,1587.0
Software Engineer (Java - Spring Boot - Microservices - AWS),Telstra,"Bengaluru, Karnataka",na,"Telstra is Australia’s leading and largest telecommunications and technology company, with operations in more than 20 countries, including in India where we’ve…",4.0,na,78.0
"Senior Engineer, Technical Support",Dell Technologies,"Bengaluru, Karnataka",na,"At Dell Technologies, world-class service doesn’t end when a customer purchases our innovative products.For critical matters, we use our systems to provide…",4.0,na,457.0
Senior Analyst - Supply Chain,Maxim Integrated,"Gandhinagar, Gujarat",na,"Hands on python, machine learning is added advantage.This position reports to the Manager of Supply Chain.This role will be responsible for analyzing day to…",3.5,na,1.0
Data Scientist,Truecaller,"Bengaluru, Karnataka",na,"Expertise in machine learning algorithms focusing on regression, classifications, clustering, probability networks, association rules, deep neural networks, and…",0.0,na,1.0
Senior Consultant,Dell Technologies,"Bengaluru, Karnataka",na,"We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the…",4.0,na,457.0
"Automation Associate (Python, Data Science)",S&P Global,"Hyderabad, Telangana",na,Develop and expand machine learning applications.Experience solving machine learning problems and experience with Python ML tools.What We’re Looking For:,3.9,na,1.0
Senior Software Development Engineer,Clearwater Analytics,"Noida, Uttar Pradesh",na,"The Innovation Center explores and uses machine learning, RPA, blockchain and any other technology that creates step-change for our clients, markets and…",0.0,na,1.0
Digital – Data Lakes – Data Mining Lead,FactSet Research Systems,"Hyderabad, Telangana",na,"Proficient with Statistical analysis, standard machine learning techniques and ML model deployment engineering best practices.VALUES THAT DEFINE OUR CULTURE.",3.9,na,1.0
Oracle ERP Support,[24]7.ai,"Bengaluru, Karnataka",na,"Using artificial intelligence and machine learning to understand consumer intent, [24]7.ai's technology helps companies create a personalized, predictive and…",3.5,na,1.0
Data/Information Mgt Int Anlst,Citi,"Bengaluru, Karnataka",na,"Big data and machine learning experiences are (R, Python etc.) a plus.The Data/Information Mgt Int Anlst is a developing professional role.",3.9,na,1.0
IT Service Delivery Analyst,RWS,"Bengaluru, Karnataka",na,"Job Title: IT Service Delivery Analyst.RWS Holdings plc is the world’s leading provider of technology-enabled language, content management and intellectual…",0.0,na,1.0
Staff Data Scientist,Baker Hughes,"Bengaluru, Karnataka",na,We are solving one of the most difficult problems in oil and gas industry using machine learning and smart analytics.Join our Digital Solutions team.,4.0,na,1.0
Data Engineer II,Uber,"Bengaluru, Karnataka",na,"Work on systems that will use advanced machine learning techniques to optimize spend within different channels.Our core languages are Python, Golang and Java.",3.7,na,1587.0
"Teaching: Python, Data Science, Machine Learning, NLP",BCODR,"Chandigarh, Chandigarh",na,"ONLY CANDIDATES INETERESTED IN TEACHING, APPLY*.We are looking for candidates who can teach the following programming languages;",0.0,na,42.0
"Technician, Technical Support",Dell Technologies,"Bengaluru, Karnataka",na,"We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the…",4.0,na,457.0
Technical Support Engineer 2,Dell Technologies,"Bengaluru, Karnataka",na,"We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the…",4.0,na,457.0
Senior Consultant - Tech Consulting - National - Data & Anal...,EY,"New Delhi, Delhi",na,Proficiency with Python and basic libraries for machine learning such as scikit-learn and pandas.Proficiency with a deep learning framework such as TensorFlow…,4.0,na,1.0
Senior Python/PHP Developer,1search.co,Remote,"6,00,000 - 12,00,000 a year",Looking for a self-driven senior Python/PHP developer who can architect a scalable US-based application and build it from scratch to deployment.,0.0,na,80.0
"Lead Specialist, Production Control",Dell Technologies,"Chennai, Tamil Nadu",na,"We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the…",4.0,na,457.0
Technical Content Writer (Intern),Iotech Designs Private Limited,"Noida, Uttar Pradesh","8,889 - 33,332 a month",We at ioTech Design love what we do and require a person who can explain about the same on our website in a coherent and articulate manner.,0.0,na,1.0
Advanced Software Engr,Honeywell,"Bengaluru, Karnataka",na,"Join a team recognized for leadership, innovation and diversity.Job Description – Advanced PSR Test Automation Engineer.",3.7,na,1.0
Software Engineer II,Uber,"Hyderabad, Telangana",na,"Uber has a huge stack, and we're all over it: backend services, real-time dispatch, machine learning, mobile, web development, data and analytics,…",3.7,na,1587.0
Senior Software Engineer (Java - Spring Boot - Microservices...,Telstra,"Bengaluru, Karnataka",na,"Telstra is Australia’s leading and largest telecommunications and technology company, with operations in more than 20 countries, including in India where we’ve…",4.0,na,78.0
"Data Analyst - SAS, Python - Hyderabad, TG",UnitedHealth Group,"Hyderabad, Telangana",na,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get.",3.7,na,889.0
Senior Talent Acquisition Specialist,WAVELABS TECHNOLOGIES,"Hyderabad, Telangana",na,Mode of Hire : Permanent ( in-house recruitment).4-6 years of experience in technical recruitment.The ideal candidate will have an enthusiasm for finding the…,0.0,na,1.0
"Project APEX Cloud Platform Reliability Engineer, Technical...",Dell Technologies,"Bengaluru, Karnataka",na,"At Dell Technologies, world-class service doesn’t end when a customer purchases our innovative products.For critical matters, we use our systems to provide…",4.0,na,457.0
Senior Consultant - Business Analyst,AstraZeneca,"Chennai, Tamil Nadu",na,"R&D IT is a global IT capability supporting Drug Research, Drug Development, Product & Portfolio Strategy, Medical Affairs, Finance, HR, Compliance, Legal and…",4.1,na,1.0
Associate Data Scientist,BOEING,"Bengaluru, Karnataka",na,"4+ years of experience in data analytics and machine learning algorithm development and testing.Should have the background to develop statistical,…",4.0,na,654.0
Software-Senior Engineer,Telstra,"Bengaluru, Karnataka",na,"We’re Australia’s leading telecommunications and technology company, with operations in more than 20 countries, including in India which is home to our new…",4.0,na,78.0
TSP Technical CoE- AI/ML Data Scientist,Cyient,"Hyderabad, Telangana",na,"We leverage digital technologies, advanced analytics capabilities, and our domain knowledge and technical expertise, to solve complex business problems.",3.6,na,1.0
Salesforce QA Analyst,CrowdStrike,"Pune, Maharashtra",na,"Bring your passion for developing creative and elegangt solutions to CrowdStrike.Review functional requirements and technical designs to create detailed,…",0.0,na,1.0
"Professional 1, Product Support",Concentrix,Delhi,na,"Collaborate with client, stakeholders and subject matter experts to translate business needs into technology solutions,.",3.4,na,1.0
Escalation Engineer,Microsoft,"Bengaluru, Karnataka",na,O Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn).EEs are responsible for driving Product Engineering…,4.2,na,1.0
Sr. Research Scientist,Intel,"Bengaluru, Karnataka",na," Experienced PhD or MS+8 years in Electrical/Computer Engineering, Computer Science, or a relevant engineering discipline  3-5 years of experience with visual…",4.1,na,1.0
Engineering Manager,Google,"Bengaluru, Karnataka",na,"Bachelor's degree in Computer Science, related technical discipline or equivalent practical experience.14 years of relevant industry experience, with 4 years…",4.3,na,1.0
Business Intelligence Advisor,Dell Technologies,"Bengaluru, Karnataka",na,Our business is built on the understanding that data creates value and drives progress.That’s the vital role played by Business Intelligence teams within…,4.0,na,457.0
Web Development part time job/internship at Multiple locatio...,Carvia Technologies Private Limited,"Chandigarh, Chandigarh","13,000 a month","We work in technologies such as Java, Spring Boot, Python, machine learning, React, Angular, and cloud services.Handling API integration with the backend.",0.0,na,1.0
Lead - Product Consultant,freshworks,"Chennai, Tamil Nadu",na,"Freshworks provides innovative customer engagement software for businesses of all sizes, making it easy for teams to acquire, close, and keep their customers…",4.4,na,1.0
Manager - Decision Sciences,HSBC,"Kolkata, West Bengal",na,"Members of the GAC are involved in data analysis, model and strategy development and implementation, reporting and data management.",4.0,na,1.0
Technology Consulting,Ernst & Young,"Bengaluru, Karnataka",na,"15 years of relevant experience from the industry.Full Stack (.Net/ Java/ Python).Data Science (AI ML, Deep Learning, Computer Vision, NLP).",4.0,na,1.0
Technical Content Writer-SEO/Keyword-(1-5years),Turing,Remote,"3,00,000 a year","Turing offers a wide range of long term full time remote jobs for full stack development, web, mobile, backend, frontend, dev ops and AI/ML developers.",0.0,na,33.0
Analyst - Business Consulting PI - GOV - Transformation Exec...,Ernst & Young,"New Delhi, Delhi",na,"This position will be part of the senior leadership within the Financial Services Analytics Team for EY India.Exposure to Business Development, Sales Support.",4.0,na,1.0
Alliances Operations Analyst,CrowdStrike,"Pune, Maharashtra",na,The Alliances Operations Analyst role will be responsible for day to day operations supporting the rapidly growing CrowdStrike partner ecosystem.,0.0,na,1.0
ENGINEERING INTERN,Farmizen Solutions,"Bengaluru, Karnataka",na,"This is a 3-6 month long internship – you will be given charge of one of our exploratory projects in UAV, sensors, data analytics, image processing and machine…",0.0,na,1.0
Collaboration Customer Success Delivery Engineer,Cisco Systems,"Bengaluru, Karnataka",na,"As the liaison between the customer and the Webex Business Unit, you will track everyone and everything that touches the collaboration experience driving…",4.1,na,1.0
Senior Business Analyst (Remote),Zenon Analytics,"Delhi, Delhi",na,Interested in machine learning model development.Including theoretical and practical knowledge of machine learning algorithms.Working with the client teams.,0.0,na,1.0
Analyst I - Billing,CrowdStrike,"Pune, Maharashtra",na,"Ensures accurate and timely processing of Sales orders & invoices.Address and solve client questions and issues.Adhoc projects, as deemed necessary.",0.0,na,1.0
Assistant Manager - Python & System Admin,Genpact,"Noida, Uttar Pradesh",na,"Use statistical modelling and learning to develop models as per business requirements.We are inviting applications for the role of Assistant Manager, Data…",3.8,na,1.0
Information Security Officer,Jumio Corporation,"Bengaluru, Karnataka",na,"The Local Information Security Officer operates within the governance, risk & compliance service provided by Jumio CISO function.",0.0,na,1.0
Manager Engineering,Athenahealth,"Bengaluru, Karnataka",na,"This team works on products ranging from creating a polyglot data repository, providing meaningful insights into practice performance like fee-for-service to…",3.7,na,1.0
Fundamental Research - FSG Strats,Goldman Sachs,"Bengaluru, Karnataka",na,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…",4.0,na,1.0
AI Specialist,Volvo Group,"Bengaluru, Karnataka",na,You will apply your artificial intelligence knowledge to create foundations for the next generation of smart platform and services.,4.1,na,1.0
Analytics Lead - Pricing Team,Flipkart,"Bengaluru, Karnataka",na,High expertise in implementing machine learning and AI models.Strong background in statistical modelling and experience with machine learning / data mining…,4.1,na,1.0
Risk Assurance_Digital Risk Solutions Technology_Associate_B...,PwC,"Bengaluru, Karnataka",na,2 + years of Process automation must and basis exposure on AL and Machine learning would be an added bonus.Share and collaborate effectively with others.,4.0,na,1.0
Database Administrator,CoreCompete,"Hyderabad, Telangana",na,Responsible for the monitoring and uptime of all production databases.Experience in setting up the Oracle/Postgres DB from the scratch and maintain the cluster…,4.5,na,1.0
