System Administrator,"FlightofoxGurgaon, Haryana","₹40,000 a month","5 Days working
Both Side Cab+ Meal
Contact No- +91-XXXXXXXXXX
Salary- 30,000 to 40,000
System Administrator..
Candidate with good communication skills, hardworking and networking experience are welcome to apply. Immediate joiners will be preferred.
Roles & responsibilities : -
Malty Tasting
Skills
Dialer, Firewall, Domain Server 

Monitoring and troubleshooting Of LAN/ WAN networks
IT Operations
Understanding of network technologies utilized within Internet/Intranet environment
Hardware Installation and Configuration
Software Installation and Configuration
Firewall and Subnetting
Technical Support
Developing and fostering the appropriate skills and social abilities to enable optimum development of children , according to ability, age and aptitude.
Ensuring planned lab activities.

Required Candidate profile

Education - BCA/MCA, BSC ( Computer Science), Diploma in Information Technology, B Tech/ M Tech.

-
Job Type: Full-time
Salary: Up to ₹40,000.00 per month
Benefits:

Health insurance

Schedule:

Night shift
Rotational shift

Education:

Bachelor's (Preferred)

Experience:

total work: 1 year (Preferred)

Speak with the employer+91 +91-XXXXXXXXXX",na
PHP Developer,"Cash MaujGurgaon, Haryana","₹15,000 - ₹25,000 a month","We at Cash Mauj are hiring PHP Developer :
Notice Period : Can join us immediately
About Cash Mauj : 
Cash Mauj is a financial services supermarket where you can get all the financial services under single umbrella like loan, credit card, insurance, investment, fast tag, DTH connection, credit score, credit repair services, gift cards and many more with multiple brands. We've more than 400 products in our inventory where customer can choose, compare and finally buy the same digitally.
Roles and Responsibilities : 
Experience : 2-4 years of experience in backend technologies in a product company.
We are hiring across various levels in our technology team
Technology : Nodejs, Python, JavaScript, SQL and NoSQL databases.
Growth mindset : You embrace challenges, welcome feedback, and see effort as the path to mastery. Looking forward to work on new and challenging problem statements.
Ownership : You take initiative to find solutions and focus on what must be done to create success.
Team Spirit : Mentoring and supporting other team members by doing code reviews and applying your experience in process and technical leadership.
Knowledge : Aware of best software engineering practices for all stages of software development life cycle, including coding standards, code reviews, testing and deployment.
Desired Candidate Profile : 
- 2-4 years of Relevant Experience
- Proven Working Experience in SDLC
- Proficiency in MERN or MEAN
- Excellent coding and proofreading skills.
- Familiarity with RESTful APIs to effectively integrate Android applications
- Proficient understanding of code versioning tools such as Git
- Familiarity with various testing tools
- Great interpersonal and communication skill
Why Join Cash Mauj : 
- Company payroll
- Unlimited growth plans with fast track promotion method
- Best in industry compensation offerings with assured hike on current CTC
- Add on packages like TA/DA, and Incentives including insurance (Life and Health) are additional benefits post platform live
Industry understanding : Insur-tech, Insurance, Banking, Financial Services
CTC : No bar for a right candidate.
Job Type: Full-time
Salary: ₹15,000.00 - ₹25,000.00 per month
Benefits:

Flexible schedule
Health insurance
Life insurance
Provident Fund

Schedule:

Day shift

Supplemental Pay:

Joining bonus
Performance bonus
Quarterly bonus
Yearly bonus
",na
Software Tester,"Wave Code Logix Pvt. Ltd. (Wave Health Technologies)Chennai, Tamil NaduRemote","₹4,80,000 a year","Experience : 1 to 3 years
Job Description :

To work on US healthcare projects
Perform manual of web applications to ensure the software meets requirements and is fit for use.
Create and update test cases according to project details and schedule.
Understand requirements & user stories, system requirements and create corresponding test cases.
Communicate testing progress, results, and other relevant information to the project team and other stakeholders based on test plans.
Track defects, create and maintain testing reports.

Skills Required:

1- 3 years of hands-on experience in manual testing.
Strong experience in creating test data and test cases.
Decent Communication

Job Type: Full-time (WFH - Till further announcement from the Company)
Salary: Up to ₹04,80,000.00 per year and negotiable for deserving candidates
Join us for an excellent career and Wave will provide wonderful space to express your innovative abilities.
Be part of a successful team.
Job Type: Full-time
Salary: Up to ₹480,000.00 per year
Benefits:

Internet reimbursement

Schedule:

Flexible shift

Supplemental Pay:

Shift allowance

Application Question(s):

Are you certified or trained ?
What is your notice period?

Education:

Bachelor's (Preferred)

Experience:

Manual testing: 1 year (Required)
total work: 1 year (Preferred)

Speak with the employer+91-XXXXXXXXXXExpected Start Date: 01/06/2022",na
Trainee Software Engineer,"tantransh solutions pvt ltd2 reviewsNagpur, Maharashtra","₹10,000 - ₹20,000 a month","Job Role: Trainee Software EngineerRequirement: Candidate should be good at:

Basic C programming skills
Logic implementations
Basic database operations like altering database tables, creating and managing views, SQL joins and composite select and data manipulation language
English communication.
Quick learning and self-learning
Flexible to work with multiple technologies

A candidate who is confident enough to learn things quickly can only apply.
Job Types: Full-time, Regular / Permanent, Internship, Fresher
Salary: ₹10,000.00 - ₹20,000.00 per month
Benefits:

Flexible schedule
Internet reimbursement

Schedule:

Day shift

Supplemental Pay:

Performance bonus
Quarterly bonus
",4.5
Software Developer,"DR Global HR ServicesChennai, Tamil Nadu","₹22,000 - ₹40,000 a month","Job Description
IMMEDIATE OPENING FOR SOFTWARE DEVELOPER (1-4 YEARS EXPERINCED)
Contact: Kayal - +91-XXXXXXXXXX

Modifying software to fix errors, adapt it to new hardware, improve its performance, or upgrade interfaces.
Directing system testing and validation procedures.
Directing software programming and documentation development.
Consulting with departments or customers on project status and proposals.
Working with customers or departments on technical issues including software system design and maintenance.
Analyzing information to recommend and plan the installation of new systems or modifications of an existing system.
Consulting with engineering staff to evaluate software hardware interfaces and develop specifications and performance requirements.
Designing and developing software systems using scientific analysis and mathematical models to predict and measure outcomes and design consequences.
Preparing reports on programming project specifications, activities, or status.

Job Types: Full-time, Regular / Permanent
Salary: ₹22,000.00 - ₹40,000.00 per month
Benefits:

Cell phone reimbursement
Internet reimbursement

Schedule:

Day shift

Supplemental Pay:

Overtime pay
Performance bonus
Yearly bonus

Speak with the employer+91 +91-XXXXXXXXXX",na
Software Engineer Trainee,"Mobius Knowledge Services74 reviewsMadurai, Tamil Nadu","₹12,000 - ₹15,000 a month","Designation: Software Engineer Trainee
Eligibility criteria:
· B.E – CSE, ECE, EEE & B.Tech -IT, B.Sc – Cs, IT, Maths, Physics, M.Sc, M.C.A (2020, 2021 passed out students only)
· No standing arrears
· Should have good communication skills
· Basic coding skills
· Should have a passion to excel in Technology
· Global readiness to handle high tech stack projects.
· Willingness to sign Service Level Agreement (SLA) for 2 years (including 6 months of training period)
Remuneration: 
· 8000 to 12000 / month during the training for 6 months
· 2.4 lakhs / annum after successful completion of training.
Interview process
Phase 1 : Telephonic interview to check the communication
Phase 2: Technical interview (through zoom)
Phase 3: HR Interview
Tentative Joining date: 
We are planning to start the batch from 15th of June.
We look forward to your valuable support.
Talent Acquisition team – +91-XXXXXXXXXX
Mobius Knowledge services
Note:  Selected candidates will have their training in southern part of Tamilnadu and Post training, they will be posted in Chennai/Bangalore
Job Types: Full-time, Regular / Permanent
Salary: ₹12,000.00 - ₹15,000.00 per month
Schedule:

Day shift

Ability to commute/relocate:

Madurai, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Speak with the employer+91 8883388977Expected Start Date: 15/06/2022",3.5
ACI UPF Developer,"Quality Vector Technologies Private LimitedDehra Dun, Uttarakhand",na,"Quality Vector Technologies Private Limited is part of an international MNC working in the FinTech space.
Job Summary
An ACI Universal Payments Framework (UPF) Developer is responsible for designing, implementing and validating a real-time payment solution using ACI’s Universal Payments Framework.
Benefits

Great company values and work culture
MNC benefits (5-day week etc.)
International customers
Competitive salary
Work from beautiful Dehradun
Professional international training and mentoring provided
Potential opportunity to travel overseas (passport required)
Permanent job

Essential skills

1-4 years practical experience in the ACI UP Framework is mandatory
1-5 years experience with real-time Payments Systems (ACI Postilion, ACI UPF, ISO8583/ISO20022, PCI, etc.)
2-5 years active software development experience in any mainstream programming language
A good track-record with contactable references
Any relevant qualification will be considered. Actual experience is more important than the level of qualification
Good teamwork and interpersonal skills
Personal integrity and a good work ethic
A sufficient command of English
Ability to effectively mentor more junior UPF developers and engineers is required
A desire to learn new programming skills, tools, platforms and frameworks

Preferable skills

Web Service, Microservices experience
Groovy/JMS experience
Practical experience with one or more of these programming languages/frameworks: Java, JavaScript, C#/C++, React, Vue, ReactNative etc.
Build-systems experience such as Gradle, Maven etc.
Understanding of HTTP, JSON, XML, REST, SOAP, Microservices, OAuth etc.
Experience with HTML, CSS
Database design and SQL understanding
Version control systems experience
Linux experience and cloud architectures
From Uttarakhand or nearby states

Responsibilities

UPF solution design, implementation, documentation, maintenance and testing
Managing the complete software development cycle for a UPF solution
Mentoring more junior UPF developers

Salary

Salary top in market (based on experience)
Salary continually grows with experience

Starting date

As soon as possible (if successful candidate)

Reference

https://www.eftcorp.com/

Job Type: Full-time
Experience:

ACI UPF: 1 year (Required)
Software Development: 2 years (Required)
Real-time Payments: 1 year (Required)
",na
Technical Support Engineer,"SwiftSkuAhmedabad, GujaratRemote","₹45,000 a month","We are looking for...We are growing aggressively and are looking for a committed full time Technical Support Engineer to join our team. If you love the idea of having a real impact on the lives of tens of thousands of small business owners while working with an amazing group of people, then SwiftSku is for you.
IMPORTANT - Please do not apply unless you can speak Gujarati, Hindi & English.
Responsibilities

Research and identify solutions to software and hardware issues


Take ownership of customer issues reported and see problems through to resolution


Diagnose and troubleshoot technical issues, including account setup and network configuration


Ask customers targeted questions to quickly understand the root of the problem


Track computer system issues through to resolution, within agreed time limits


Talk clients through a series of actions via phone and email until they’ve solved a technical issue


Properly escalate unresolved issues to appropriate internal teams (e.g. software developers)


Provide prompt and accurate feedback to customers


Refer to internal database or external resources to provide accurate tech solutions


Ensure all issues are properly logged


Priorities and manage several open issues at one time


Follow up with clients to ensure their IT systems are fully functional after troubleshooting


Prepare accurate and timely reports


Document technical knowledge in the form of notes and manuals


Maintain jovial relationships with clients

Requirements: 

At least 1 year of experience as a Technical Support Engineer, Desktop Support Engineer, IT Help Desk Technician or similar role


Experience working with international clients.


Must be fluent in Gujarati, Hindi & English. This is a deal breaker.


Hands-on experience with Windows/Linux/Mac OS environments


Ability to diagnose and troubleshoot basic technical issues


Familiarity with remote desktop applications and help desk software


Excellent problem-solving and communication skills


Ability to provide step-by-step technical help, both written and verbal


Additional certification in Microsoft, Linux, Cisco or similar technologies is a plus


Prior experience in the following technologies will be preferred - Salesforce, RingDNA.

Other Information

Location: remote


Night Shift timings - 6:30 PM IST to 3:30 AM IST. Monday to Saturday


We have a great product and an awesome team!

Job Types: Full-time, Regular / Permanent
Pay: From ₹45,000.00 per month
Schedule:

Night shift

Application Question(s):

How many years of experience you have working as Technical Support Engineer, Desktop Support Engineer, IT Help Desk Technician or similar role?

Experience:

international clients: 1 year (Required)

Language:

English, Hindi, Gujarati (all three mandatory) (Required)
",na
Software Developer,"ASİS ELEKTRONİK VE BİLİŞİM SİSTEMLERİKochi, KeralaRemote","₹35,000 - ₹76,000 a month","Qualifications & Requirements
· Bachelor's degree in Computer Engineering, Electronics Engineering or related field
· Master’s Degree is a plus,
3 · 5 years of experience in application development with C and C++ programming languages (preferably in card payment systems applications)
· Experienced in TCP/IP and UDP socket communication,
· Experienced in Embedded Linux, Cross Compiler and Linux Bash Script (yocto knowledge is plus)
· I2C, UART, SPI, Ethernet, RS232 communication experience,
· Hands-on development experience with Qt-Framework is preferred.
· Excellent command of written and verbal English
· Ability to read and interpret circuit diagrams,
· Realization of software design according to needs and functional features
· Developing software modules and performing unit tests
· Performing performance, security and integration tests for the developed software module
· Preparation of installation, maintenance and management guides for the developed software modules
What’s in it for you
· You will impact and the opportunity to do amazing projects.Using some of the latest technologies
· Obtain and enhance AFC , smart city and fintech experience
· You will actively gain experience in agile working environment
Job Types: Full-time, Regular / Permanent
Salary: ₹35,000.00 - ₹76,000.00 per month
Benefits:

Work from home

Schedule:

Monday to Friday
Weekend availability

Ability to commute/relocate:

Kochi, Kerala: Reliably commute or planning to relocate before starting work (Required)

Education:

Bachelor's (Preferred)

Experience:

.NET: 2 years (Preferred)
TCP/IP and UDP socket communication: 2 years (Preferred)
C++: 3 years (Preferred)

Speak with the employer+91-XXXXXXXXXX",na
MLM Software Developer,"Versatile Prime Infosoft Pvt.cLtd.Bhilwara, Rajasthan","₹60,000 - ₹1,50,000 a month","Job Brief:
We are looking for a.NET Developer for our organization. The Candidate must be capable of building .Net applications with high-level performance and responsiveness.
You will also have to collaborate with the internal team to develop software design. Your duties will also involve testing and debugging the codes before deploying the application.
Further to become a successful.NET Developer you must be a team player and have excellent problem-solving skills.
Responsibilities:

Understand and analyze the user’s requirements.
Write reliable and efficient codes for various.NET applications.
Develop software design and architecture in collaboration with the internal team.
Test and debug the codes of the newly developed.NET applications before deploying.
Update and improve the already developed applications.
Create and maintain the document of the complete development cycle.
Give technical assistance for the configuration of the existing system as and when needed.

Requirements:

Bachelor’s degree in Computer Science or in other related courses.
Proven experience as a.NET Developer or other relevant roles.
Good knowledge of.NET infrastructure, ASP.NET frameworks, design patterns, and SQL server.
Expertise in at least one.NET languages like C#, HTML5/CSS3, etc.
Acquaintance with APIs(REST, RPC).
Good understanding of Agile methodologies.
Excellent problem-solving abilities, trouble-shooting skills, and a keen eye for details.

Job Types: Full-time, Regular / Permanent
Salary: ₹60,000.00 - ₹150,000.00 per month
Benefits:

Health insurance

Schedule:

Day shift

Supplemental Pay:

Performance bonus

Education:

Master's (Preferred)

Experience:

.NET: 3 years (Preferred)
total work: 5 years (Preferred)
Microsoft SQL Server: 3 years (Preferred)
",na
Software Development Engineer / Protocol Developer,"Alcatel Lucent1,657 reviewsBengaluru, Karnataka","₹5,00,000 - ₹18,00,000 a year","Position: Software Development Engineers
Qualification: Any Graduate / Post Graduate
Location: Bangalore
Industry: Preferably Telecom / if not any
Previous Work Experience: 4 to 8yrs
Contract:  FTE / Permanent
Skill 
We need an engineer with the following skills: -
Experience in working with one or more of the following Standards and protocolsMulticast - IGMP, MLD, PIMRouting protocols - OSPF, BGP, ISIS
Experience in MPLS, Routing, L3 VPN
Experience with Broadcom/ Marvell ASICs is a plus.Very good command over C programming and Linux OSMinimum 3 years of relevant industry experience
Job Type: Full-time
Pay: ₹500,000.00 - ₹1,800,000.00 per year
Schedule:

Day shift

Education:

Bachelor's (Preferred)

Experience:

total work: 4 years (Required)
software development: 3 years (Required)
MPLS, Routing, L3 VPN: 3 years (Required)

Speak with the employer+91-XXXXXXXXXXApplication Deadline: 31/05/2022",4.1
Software Developer Intern,Reveation LabsRemoteRemote,"₹8,000 - ₹10,000 a month","About Company: 
Reveation Labs is a Dallas-based early-stage start-up with a development office in Ahmedabad. The core strength of Reveation lies in providing the next generation of the domain of digital solution, machine learning, and cybersecurity.
Job description: 

ReactJS, Vue.js, Angular front end developer
Selected intern's day-to-day responsibilities include:
Create a unique design and website structure
Coordinate with web developers and customize designs for the clients

Job Types: Full-time, Internship, FresherContract length: 3 months
Salary: ₹8,000.00 - ₹10,000.00 per month
Benefits:

Flexible schedule
Work from home

Schedule:

Day shift
Flexible shift

Education:

Bachelor's (Preferred)
",na
Software Developer,"ProGradBengaluru, Karnataka","₹4,00,000 - ₹12,00,000 a year","Job Roles & Responsibility:

Work closely with managers to gain a comprehensive understanding of the company’s needs.


Responsible for internal training platforms like assessment tools and content delivery platforms.


Maintaining the existing tools and developing new tools as per the requirements.


Work closely with team leaders to set technical direction within the team and to ensure software developed is of a consistently high standard, cohesive and meets business objectives

Skills/Qualities Required:

Technical Excellence


Able to solve complex problems, participate in continuous improvement, Proactive approach, gets things done, demonstrates accountability & owner adopts the ideas of others as needed


Ship, prioritising own workload


Technical Skills : Full stack(MEAN or MERN),Javascript,MongoDB,AWS,PHP


Efficient at interpersonal skills and good at teamwork


Constantly look for improvements and learn from our mistake

Job Types: Full-time, Regular / Permanent
Salary: ₹400,000.00 - ₹1,200,000.00 per year
Schedule:

Day shift

Application Question(s):

How many years of development experience do you have?
Pls mention which technologies you know from the given list(MERN/MEAN stack,JavaScript, MongoDB,AWS, PHP)
",na
Backend Developer,"Smartmile technologies Pvt LrdNoida, Uttar PradeshTemporarily remote","₹25,000 a month","Should have expertise in Backend development with Python, Django, RESTful API, Shell Script, MySQL DB, Replication/ Load balacing, MQTT, OAuth2, Git, Docker Engine, JSON, XML, Microservices & Cloud deployment, Linux and Windows Server, SDLC
Deep understanding of RDBMS, Algorithms, System Architecture, Analytical Thinking, Data Warehousing
Previous Telco experience in developing applications
Job Types: Full-time, Part-time, Regular / Permanent, Contractual / Temporary, FreelanceContract length: 12 monthsPart-time hours: 28 per week
Salary: From ₹25,000.00 per month
Benefits:

Work from home

Schedule:

Day shift
Evening shift
Flexible shift

COVID-19 considerations:Position is work from home
Education:

Bachelor's (Preferred)

Experience:

total work: 5 years (Preferred)
software development: 5 years (Preferred)
Django, API, Shell Script, OAuth2, Git, Docker Engine, JSON: 5 years (Required)

Speak with the employer+91-XXXXXXXXXXApplication Deadline: 15/06/2022",na
Code Igniter Developer,"RecurPost Inc.Surat, Gujarat","₹25,000 - ₹60,000 a month","We are looking for a senior PHP developer to join us.
We get things done real quick, and we do more faster.
We always work on creative problems, with no exceptions. You will work with the developers and designers to design and build solutions for us.
You will design, develop, test, maintain, and optimize secure and scalable multi-tier web applications with high volumes of traffic and high availability.
Requirements/Qualifications:

Strong knowledge of PHP, JavaScript, and SQL
Experience with CodeIgniter Framework
Experience with creating and consuming RESTful APIs
Good knowledge of front-end technologies such as HTML, CSS, and jQuery and how they play with the back end.
Experience in an Agile development environment, particularly SCRUM and Test Driven Development (TDD)
Must have excellent problem-solving skills and love technical challenges
Must be self-motivated, and able to multi-task
A Computer Science degree is preferred – but your GitHub URL speaks louder than a piece of paper.

Location:

Surat

Working Days:

5 Days a Week

Job Type: Full-time
Salary: ₹25,000.00 - ₹60,000.00 per month
Schedule:

Fixed shift
Monday to Friday

Ability to commute/relocate:

Majura Gate, Surat - 395007, Gujarat: Reliably commute or planning to relocate before starting work (Preferred)

Education:

Bachelor's (Preferred)

Experience:

Code Igniter: 1 year (Required)
software development: 1 year (Preferred)
HTML5: 1 year (Preferred)
",na
Sr. Quality Assurance Engineer,"MygateBengaluru, KarnatakaTemporarily remote","₹80,000 a month","Experience: 6 to 9 years of experience in consumer internet companies or high scale SAAS
Quality Assurance Engineer II at MyGate will be extensively designing and developing the right test strategy and plan to make sure Quality products are reaching our end users.
You will

Work closely in the respective software engineering teams in the design and development of test strategy for highly used mobile applications


Drive the design of the right test data and cases to make sure all areas of application are covered in the test and the user faces minimum or no inconvenience in production


Operate with product, development, and ops teams to get the right view of the test requirements and convert them into effective test designs


Mentor quality assurance engineers in the team in solving complex quality issues. and delivering great quality software. Lead the team with example writing effective test design and scale along with application and usage growth


Automate test cases to optimize the test output and measure the productivity


Identify the gaps in testing and make sure they are covered along with improving the quality of the existing test design.

What do we look for
While we are quite technology agnostic, we particularly look for some concepts that go behind building high-quality products for our consumers.
Testing: Extensive testing experience in the following areas: Mobile apps, web and API testing Test Design: Test case design, test data design, estimate and prioritize testing according to business priorities
Automation: Experience in automating test cases with a given framework. Suggest the right changes to the framework and optimize test efficiency. Knowledge of at least one programming language, preferably java is appreciated
Cross-functional: Ability to work with diverse teams like Products, business, and operations. Your ability to gather requirements, attention to detail, and learnability would really matter
Work Remotely

Temporarily due to COVID-19

Job Types: Full-time, Regular / Permanent
Salary: From ₹80,000.00 per month
Benefits:

Food allowance
Health insurance
Provident Fund

Schedule:

Monday to Friday

Supplemental Pay:

Joining bonus
Performance bonus

Experience:

total work: 4 years (Preferred)

Application Deadline: 17/03/2022",na
Software Engineer,"Virtual Sky IT Services LLPAhmedabad, Gujarat","₹40,000 - ₹1,50,000 a month","Skils required:
PHP and MySql
Job Types: Full-time, Regular / Permanent
Salary: ₹40,000.00 - ₹150,000.00 per month
Schedule:

Day shift
Morning shift

Supplemental Pay:

Commission pay
Overtime pay
",na
React Developer,"Awdiz IT ServicesBengaluru, KarnatakaTemporarily remote","₹20,00,000 a year","JD: We are looking for Junior and Senior React Developers for our in-house team who possesses a passion for building next-gen web applications using ReactJS and wide array of front-end technologies and who will work with our team to build a stable and scalable infrastructure for our clients.We are extending our in house team in Bangalore. (work from home opportunity till covid issue- notice period immediate to 30 days only)
Junior Developers Responsibilities

Develop web applications and user interfaces
Implement features that provide elegant solutions to customer challenges
Implement features with high performance scalable application solutions in mind
Craft elegant software solutions in response to challenging feature requirements
Work closely with the Project Manager, Head-Platforms, Product Owner, Sales, and Business Analysts, for understanding the system’s functional and non-functional requirements
Manage & collaborate with the Product Development team
Coordinate release and sprint planning
Write software using best practices for software design with unit and functional testing
Support and maintain developed code through system test and customer deployments
Translation of UI/UX wire-frames to visual elements
Integration of the front-end and back-end aspects of the web application
Implementation of a robust set of services and APIs to power the web application

You should apply if you have

Degree in Computer Science, Engineering or a related subject, or relevant work experience of 1- 3 years
Proficient in ReactJs, ensuring Cross browser compatibility and building SEO Compliant Code
Proficient knowledge of JavaScript (ECMAScript6) and HTML5
Proficient understanding of code versioning tools viz. VSS, SVN, Git, Mercurial
Proficient understanding of client-side scripting and JavaScript frameworks
Proficient in CCS and popular CSS Frameworks viz. Bootstrap
Understanding of HTTP protocol & REST APIs.
Knowledge of image authoring and manipulation tools viz. Gimp, Photoshop
Knowledge in AngularJS is a plus
Excellent organizational, coordination, interpersonal and communication skills with ability to handle deliverables across multiple projects / teams

Senior Developers Responsibilities

Design and Develop web applications and user interfaces
Implement features that provide elegant solutions to customer challenges
Implement features with high performance scalable application solutions in mind
Craft elegant software solutions in response to challenging feature requirements
Work closely with the Project Manager, Head-Platforms, Product Owner, Sales, and Business Analysts, for understanding the system’s functional and non-functional requirements
Manage & collaborate with the Product Development team
Coordinate release and sprint planning
Write software using best practices for software design with unit and functional testing
Support and maintain developed code through system test and customer deployments
Translation of UI/UX wire-frames to visual elements
Integration of the front-end and back-end aspects of the web application
Implementation of a robust set of services and APIs to power the web application

You should apply if you have

Degree in Computer Science, Engineering or a related subject, or relevant work experience of 4+ years
Proficient knowledge of JavaScript (ECMAScript6) and HTML5
Proficiency in ReactJs, ensuring Cross browser compatibility and building SEO Compliant Code
Proficient understanding of code versioning tools viz. SVN, Git, Mercurial
Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery and other frameworks such as Zepto, MooTools, etc
Proficiency in CCS and popular CSS Frameworks viz. Bootstrap
Understanding of HTTP protocol & REST APIs.
Knowledge of image authoring and manipulation tools viz. Gimp, Photoshop
Familiarity with development aiding tools such as Bower, Bundler, Rake, Gulp, etc.
Experience with cloud infrastructure APIs is a major plus
Knowledge in AngularJS is a plus
Excellent organizational, coordination, interpersonal and communication skills with ability to provide technology expertise to multiple projects / teams

Job Type: Full-timeWe can give max 11 lpa for junior and 14 lpa for senior profiles depending on interviewLocation : Bangalore but work from home till covid issue
Please note the benefits you will get in the company:Saturday and Sunday will be an off.18 paid leaves12 public holidaysHave overtime benefits and compensatory off
Job Type: Full-time
Salary: Up to ₹2,000,000.00 per year
Benefits:

Paid time off
Provident Fund
Work from home

Schedule:

Day shift
Morning shift

Supplemental Pay:

Joining bonus
Overtime pay

Education:

Bachelor's (Preferred)

Experience:

total work: 3 years (Required)
software development: 3 years (Preferred)
React: 3 years (Required)
",na
Business Analyst/Data Analyst,"Compunnel Inc.90 reviewsNoida, Uttar Pradesh","₹18,00,000 a year","Objectives of this Role
· Hands-on experience as Business Analyst.
· Experience on Data ( AI, ML, Data Science) as Business Analyst
· Experience in Data Governance, MDM & Data Quality.
· Drive identification of requirements across business units and identify substandard systems processes through evaluation of real-time data
· Serve as thought leader for technical business processes, developing forward-thinking systems prototypes/wireframes that promote increased efficiency and productivity on multiple levels
· Create and implement precise management plans for every project, with attention to transparent communication at all levels
· Perform, evaluate, and communicate thorough quality assurance at every stage of systems development
· Determine and develop user requirements for systems in production, to ensure maximum usability
Responsibilities
· Partner with client stakeholder teams across business units to develop necessary analysis and documentation in a collaborative way, communicating effectively and efficiently with production, managerial, and executive teams
· Evaluate, analyse, and communicate systems requirements on a continuing basis, and maintain systems processes, including the delivery of monthly status reports to all appropriate parties
· Author and update internal and external documentation such as software requirements specifications, functional specifications and formally initiate and deliver requirements and documentation
· Translate business requirements into clear functional and business specifications in Jira and Confluence
· Conduct daily systems analytics to maximize effectiveness and troubleshoot problems
· Develop meaningful and lasting relationships with partners for optimized systems integration, and respond to questions and concerns from managers and executives with supporting research and recommendations.
· Document project requirements through the writing of user stories supported by explicit acceptance criteria
· Create any relevant as-is and to-be process flows/swim lane diagrams for projects
· Create and execute user acceptance test scripts
· Alongside the project team, review and sig n-off solution designs p resented by the systems integrator
· Work with others in the PMO team to imp rove project delivery techniques and project documentation
Skills and Qualifications
· Bachelor’s or Master’s degree in IT or Computer Science
· 5+ years of proven experience in an analytics and systems development capacity
· High proficiency with SQL language and database management
· Proven analytical abilities
· Practical experience generating process documentation and reports
· Excellent communicator with the ability to translate data into actionable insights
Preferred Qualifications
· Strong working knowledge of relevant Microsoft applications, including Visio
· Proven capabilities in project and user-testing management
· Proven development of innovative and impactful systems solutions
· Experience with Agile mandatory
· Extensive experience with data visualization
· Highly proficient technical writing capabilities
Job Types: Full-time, Regular / Permanent
Salary: Up to ₹1,800,000.00 per year
Benefits:

Cell phone reimbursement
Commuter assistance
Flexible schedule
Food allowance
Health insurance

Schedule:

Flexible shift

Supplemental Pay:

Joining bonus

Ability to commute/relocate:

Delhi, Delhi: Reliably commute or planning to relocate before starting work (Preferred)

Education:

Bachelor's (Preferred)

Experience:

Microsoft Office: 1 year (Preferred)
total work: 1 year (Preferred)
Business analysis: 1 year (Preferred)
",3.7
Software Test Engineer,"HeadSourceBengaluru, Karnataka","₹4,00,000 - ₹10,00,000 a year","JOB DETAILS:
Job title : Software Test EngineerLocation: Bengaluru
ACCOUNTABILITIES:
Key Duties & Responsibilities:
-Participates as a member of a Testing Team. Utilizing Testing Methodology, analyzes testing requirements as the basis for developing testing scenarios for a test level to be executed on a project.-Design’s testing scenarios and test cases that will demonstrate conformance to all functional and non-functional requirements, relative to the test level, as defined in business or technical specifications.-Executes tasks related to the production of test cases and test data.-Analyzes the results of the testing process and recommends solutions.-Understands and uses appropriate testing processes and tools.-Defect Lifecycle Management-Supports knowledge management and collaboration through participation in testing discussions, communities and improving testing collateral through lessons learned.
QUALIFICATIONS AND EXPERIENCE:
B.E.(CS) or BCA/MCA/BSc (CS)/MSc (CS)2-5 years of Software Testing experience on Web/Desktop/Mobile/ERP applicationsTrained/Certified on SQL, Programming Language - Java/JavaScript/C#/VB Script/PythonKnowledge of Defect Management Tools – TFS/QC/JIRA
COMPETENCIES:
Behavioural:
Personal Attributes:-Adaptability-Discipline-Self-Confidence-Quality Focus-Proactive
Interpersonal Skills:-Effective Communication-Active Listening
Technical:
-Writing and executing Test cases.-Testing and development methodologies and their interaction.-Testing analysis and design.-Testing processes and tools
Job Type: Full-time
Salary: ₹400,000.00 - ₹1,000,000.00 per year
Schedule:

Monday to Friday

Application Question(s):

Knowledge of Defect Management Tools – TFS/QC/JIRA?

Education:

Bachelor's (Preferred)

Experience:

Manual testing: 2 years (Preferred)
SQL: 2 years (Preferred)
",na
AngularJS Developer,"Synarion IT SolutionsJaipur, Rajasthan","₹12,764 - ₹58,650 a month","Strong-hold of Angular 2 or higher versions and HTML5, CSS3 with experience in building responsive layouts. Lead the conversion of an existingSilver light project to HTML5 using angularJS and drive standards-based development in the team for CSS, HTML5, and Javascript.
Job Type: Full-time
Salary: ₹12,764.00 - ₹58,650.00 per month
Schedule:

Morning shift

Supplemental Pay:

Overtime pay

Education:

Bachelor's (Preferred)

Experience:

total work: 1 year (Preferred)
software development: 1 year (Preferred)
HTML5: 1 year (Preferred)

Speak with the employer+91-XXXXXXXXXX",na
