Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
Flutter Developer,Codesynch,"Bengaluru, Karnataka","3,13,314 - 13,78,428 a year","Experience in Years: 2 to 5 year (2+yrs in flutter ).People with relevant experience only can apply.Salary: ₹313,314.00 - ₹1,378,428.00 per year.",-99.0,na,1.0
Immediate Hiring For Junior Software Developer,Best Caliber Creator,"Chennai, Tamil Nadu","1,00,000 - 1,50,000 a year","Qualification requirements : BE / B TECH/MCA.Skills set : Android , php , dotnet , java.",-99.0,na,1.0
Machine Learning Intern,MavenAi Technologies,"Chennai, Tamil Nadu","5,000 - 15,000 a month","Ability to think out of the box and passion in learning computer vision and machine learning is expected.Machine learning models training, testing etc.",-99.0,Bachelor's,1.0
"Software Engineer Python, Machine Learning/AI",Truedge Software Solutions,"Hyderabad, Telangana",na,"Software Engineer Python, Machine Learning/AI – Hyderabad.Job Title: Python, Machine Learning/AI – Software Engineer.Other details: Start date: ASAP.",3.7,na,1.0
Big Data/Hadoop Developer,IBRONIX Technology Solutions PVT LTD,"Chennai, Tamil Nadu","13,00,000 - 14,00,000 a year",Software development: 1 year (Preferred).Writing SQL scripts in ADLS using Hive or any other application is a must.Total work: 1 year (Preferred).,-99.0,na,1.0
Web Application Developer,uCertify,"Noida, Uttar Pradesh","19,500 - 30,000 a month",You will join a team of talented developers and create products used by millions of students and teachers worldwide.For fresher- CTC -3.08 LPA.,3.7,na,1.0
Full Stack Software Developer (Data Science),EcoMetric,"Pune, Maharashtra",na,Five or more years’ work experience with cloud-based software development and data analytics applications.Experience with supervised and unsupervised machine…,-99.0,na,1.0
Data Scientist,CoStrategix,"Bengaluru, Karnataka",na,Conduct research and prototyping innovations; data and requirements gathering; solution scoping and architecture; consulting clients and client facing teams on…,4.0,na,1.0
Assoc Software Engineer,ACI Worldwide,"Bengaluru, Karnataka",na,"Participates in planning, designing, developing and testing software systems or applications for product enhancements.Majority time spent on PC (Phys. Req.).",3.4,na,1.0
Software Engineer,Boole,"Bengaluru, Karnataka","4,00,000 a year","Work with data scientists and analysts to improve software.Troubleshoot, debug and upgrade software.Create security and data protection settings.",-99.0,na,1.0
Hybrid Developer,Webgarh Solutions,"Mohali, Punjab","20,000 - 50,000 a month","Software development: 1 year (Preferred).Bachelor's degree in Computer Science or a technical field.4 plus years of experience in hybrid app development,…",-99.0,na,1.0
Software Developer-ETL,Sapiens,"Bengaluru, Karnataka",na,"Understand pre-designed insurance-specific target data models, meta data layer and data marts and ETL processes.PHP or JAVA knowledge is an advantage.",3.2,na,1.0
"Software Designer – Oracle Data Integrator, Oracle Database",PNR Software Solutions,"Gurgaon, Haryana",na,We are hiring Software Designer for our client in Gurugram.Interested candidates please send updated resume to recruiter3@pnrsoftsol.com.,-99.0,na,1.0
Software Tester,Paper Plane Design Solutions Pvt Ltd,"Mumbai, Maharashtra","25,000 a month","Strong verbal and written (technical) communication skills to explain bugs and other issues identified and produce bug reports, documentation and feedback to…",-99.0,Total work: 1 yearManual testing: 1 yearBachelor's,1.0
Machine Learning Engineer,First Choice Consultant Service,"Gurgaon, Haryana","3,00,000 - 6,00,000 a year",Proficiency with Python and basic libraries for machine learning such as scikit-learn and pandas.Proficiency with a deep learning framework such as TensorFlow…,-99.0,Machine Learning: 2 yearsWork: 2 yearsTotal work: 2 years,1.0
Software Engineer - Full stack Developer,CamCom Technologies Pvt Ltd,"Bengaluru, Karnataka","9,00,000 - 12,00,000 a year","Should be able to Build responsive websites using HTML, CSS, jquery, AngularJS or VueJS.We are looking for a highly skilled computer programmer who is…",-99.0,na,1.0
Data Analyst,Dimentics Info Tech Pvt. Ltd.,"Kalkaji, Delhi, Delhi","25,000 - 42,000 a month","Acquire data from primary or secondary data sources and maintain databases/data systems.Identify, Analyze, and Interpret trends or patterns in complex data…",-99.0,na,1.0
Website Developer,Prettify Creative,"Gurgaon, Haryana","15,000 - 20,000 a month","Create and maintain software documentation.NET, Javascript or Ruby on Rails.BS in computer science or a related field.Web development: 1 year (Preferred).",-99.0,na,1.0
Full stack developer,Busibud Solutions Private Ltd,"Chandigarh, Chandigarh","20,000 - 25,000 a month","Our software can be very complex, so be prepared.We're a fast growing startup specializing in automated training software and one of the very few product…",-99.0,na,1.0
Java/J2EE Developer,EShop2All,"Noida, Uttar Pradesh","2,16,904 - 5,50,881 a year","Job | Urgent requirement for Java Developer for Noida location.Experience required for the Job: 0 - 2 years.Salary: ₹216,904.00 - ₹550,881.00 per year.",-99.0,na,1.0
Data Scientist,Netradyne,"Bengaluru, Karnataka",na,"Perform data wrangling tasks such as acquiring, cleaning, structuring and enriching data.Experience with data visualization and storytelling.",-99.0,na,1.0
Data Quality Developer,ServiceNow,"Hyderabad, Telangana",na,"Strong understanding of data quality, data standardization principals.Investigate data issues and conducting root cause analysis when reporting data is in…",3.6,na,1.0
Data Scientist,Novartis,"Hyderabad, Telangana",na,"Innovates and recommends sophisticated predictive analytics, computational science, Natural Language Processing (NLP), machine learning and deep learning…",4.1,na,1.0
UI Developer,Cisco Systems,"Bengaluru, Karnataka",na,Who You Are A qualified candidate will possess: MS/BS in computer science or engineering 6+ years of software development experience Strong proficiency in…,4.1,na,1.0
Java developer fresher,Right Soft Options,"Kochi, Kerala","8,000 - 10,000 a month","Testing and debugging software applications.Analyzing system and user requirements for the software product.Writing clean, scalable Java code.",-99.0,na,1.0
ONLINE SOFTWARE INTERNSHIP,ZUARI Technologies,"Chennai, Tamil Nadu","25,000 a month",\* Opportunity to work with leading software projects in our organization during Internship.Zuari Tech Internship Opportunities 2021.,-99.0,na,1.0
Software Engineer,GeoOpsis Software Services Private Limited,"Bengaluru, Karnataka","3,43,340 - 15,27,639 a year","Experience or understanding of software systems design tools and languages.Execute software development in C#, Java, JavaScript or other selected languages.",-99.0,Software Engineering: 2 years,1.0
Web Developer,Neuailes Global Technologies Pvt Ltd,"Delhi, Delhi","5,000 - 7,000 a month","Sanitising, disinfecting, or cleaning procedures in place.Job Types: Full-time, Internship, Fresher.Salary: ₹5,000.00 - ₹7,000.00 per month.",-99.0,Bachelor's,1.0
SQL/ETL Developer,Griffyn Robotech,"Pune, Maharashtra",na,"Expertise on Database designing / data modelling.Expertise in SSIS is Mandatory.Extensive database programming experience in writing T-SQL Stored procedures,…",-99.0,na,1.0
Reporting Developer,Larsen & Toubro Infotech Limited,India,na,BS or MS in Computer Science or a related technical field preferred 4.Ability to work independently or within a team for problem resolution 4.,3.7,na,1.0
Data Engineer,NCR,"Gurgaon, Haryana",na,"Bachelor’s degree or relevant experience in Computer (IT/IS/Eng) related field, or Business and Finance with complementary technical experience.",3.6,na,1.0
Python Developer,Scuare X,"Bengaluru, Karnataka","3,44,145 - 13,87,868 a year","\*\*\* Degree in Computer Science, Statistics or relevant field.We Are Hiring For Python Developer!\*\*\* Proficient with an experience of 2-5years in Python…",-99.0,na,1.0
Teradata Developer,Technovatrix,India,na,Location: India - Service Line:IT Consulting(Offshore Delivery Center).Need expertise with Teradata Development & exposure to DWH.,-99.0,na,1.0
Senior Data Scientist,[24]7.ai,"Bengaluru, Karnataka",na,"As a data scientist, you'd be working towards developing cutting edge products and solutions that are based on state of the art machine learning algorithms.",3.6,na,1.0
Embedded Software Development Internship,UnivLabs,"Gurgaon, Haryana","15,000 - 25,000 a month",Tech in electronic or computer science.Only those students or freshers can apply who:Have already graduated or are currently in any year of study.,-99.0,na,1.0
Business Analyst,eSearch Logix Technologies Pvt. Ltd.,"Noida, Uttar Pradesh",na,Clarified issues with developers during efforts to validate designs and functional specifications.We are hiring for Business Analyst - NOIDA.,-99.0,na,1.0
Data Scientist -GCP,Oloop Technology Solutions Private Limited,"Hyderabad, Telangana",na,And look for GCP exp.,-99.0,na,1.0
Trainee Software Developer,Globalia Soft LLP,"Surat, Gujarat","1,00,000 - 2,00,000 a year","Job Role: Software Engineer Trainee ( React, Node, PHP Domain)*.Ability and willingness to learn new technologies and development methodology.",-99.0,Bachelor's,1.0
Delivery Data Scientist,Microsoft,"Hyderabad, Telangana",na,Familiarity with AWS or the Microsoft Azure platforms is a plus.Familiarity with AWS or the Microsoft Azure platforms is a plus.,4.2,na,1.0
Software Developer,BRIWO Solutions Pvt Ltd,"Noida, Uttar Pradesh","4,00,000 - 10,00,000 a year",BRIWO is hiring Maximo developers for Contract/Full time positions.Exp. required- 3 to 8 Years.Please share your profile on hr(at)briwosolutions.com.,-99.0,na,1.0
SQL Developer,i2k2 Networks,"Noida, Uttar Pradesh",na,"Looking for a person having 4-5 years of experience in MS SQL Server.Write queries, stored procedures, functions and DB objects that will address the…",3.9,na,1.0
Software Developer (Returner Female only),CodeBlock Technologies,"Indore, Madhya Pradesh","4,00,000 a year",Or Any other Backend or frontend technologies experience.Role: - Software Developer / Sr. Developer.Min 2 years Exp. in Software Development Must (before…,3.5,na,1.0
Data Scientist,Priority Vendor,"Noida, Uttar Pradesh",na,"Experience with distributed machine learning and computing framework (Spark, Hadoop, Mahout or equivalent).Experience productionizing machine learning model is…",-99.0,na,1.0
Guidewire PC Developer,Incusol Inc,"Bengaluru, Karnataka","6,09,958 a year","We are looking for Guidewire developer position with 6+ yrs of total experience and 3+ yrs in Policy Center.Job Types: Full-time, Regular / Permanent.",-99.0,na,1.0
Java Developer,Seabirds Solution,"Tiruchchirappalli, Tamil Nadu","50,000 - 1,50,000 a year",Fresher or Experience Person Preferred.Java Developer: Fresher or Experience Person.Bachelor's Degree or Master's Degree.Part-time hours: 40 per week.,-99.0,na,1.0
Technology Services - Senior Analyst - Machine Learning Cons...,Eclerx,"Chandigarh, Chandigarh",na,Study and innovate in deep learning / machine learning and its application in diverse domains.Graduate with 2-4 years of relevant experience with an expert…,3.7,na,1.0
Web Developer,ClassHose India Pvt. Ltd.,"Lucknow, Uttar Pradesh","15,000 - 35,000 a month","Integrate data from various back-end services and databases.Sanitising, disinfecting, or cleaning procedures in place.Job Types: Full-time, Walk-In.",-99.0,na,1.0
Software Developer - Full Stack,Quantiphi,"Mumbai, Maharashtra",na,"Responsible for developing, enhancing, modifying and/or maintaining applications in the Global Markets environment.",2.0,na,1.0
Software Developer,Jamboree Education,"Delhi, Delhi",na,"Web & Mobile Applications development PHP, JavaScript ,MySQL, HTML,CSS must Frontend & UX development Debugging handling the maintenance of existing…",4.3,na,1.0
Data Scientist_TS,AppZen,"Pune, Maharashtra",na,"With a team of highly skilled and motivated data scientists and machine learning engineers.Solid understanding of machine learning fundamentals, and…",-99.0,na,1.0
Software Developer,Eze Software Group,"Nanakramguda, Hyderabad, Telangana",na,Bachelor’s degree in Computer Science or related field.Professional experience with at least one object-oriented programming language such as C# or Java.,3.7,na,1.0
Data Scientist DA4AD,Daimler,"Bengaluru, Karnataka",na,"Selecting features, building and optimizing classifiers using machine learning and Deep Learning techniques.Processing, cleansing, and verifying the integrity…",4.1,na,1.0
SOFTWARE QA ENGINEER,Rockwell Automation,"Pune, Maharashtra",na,JOB COMPLEXITYWorks on issues of moderate scope where analysis of situations or data requires a review of relevant factors.,3.9,na,1.0
Technology Analyst-RPA Developer,Power IT,"Bengaluru, Karnataka","3,54,854 - 8,05,062 a year","Greetings from Power IT Services!!!.Please find the below job description for the position of “*Technology Analyst"" with our Prestigious client.",-99.0,na,1.0
Java Developer,Proton Expert Systems & Solutions,"Bengaluru, Karnataka","15,000 - 18,000 a year","Prepare and produce releases of software components.Software development: 1 year (Preferred).Sanitising, disinfecting, or cleaning procedures in place.",-99.0,Bachelor's,1.0
Software Developer,Softomatic,"Bhilai, Chhattisgarh",na,"Working Knowledge of Code-ignitor or Laravel Framework.Any Graduate (BE/MCA/BCA or Any Diploma Holder).This is a FULL TIME position, that will sit on site.",-99.0,na,1.0
"Architect,B2B EDI Integration Developer",PepsiCo,"Hyderabad, Telangana",na,Well adapted and ability to adhere to software lifecycle methodologies.This role is positioned as a PepsiCo B2B EDI Integration Developer for the e-Commerce…,3.8,na,1.0
Staff Data Scientist (Remote work option),FourKites,"Chennai, Tamil Nadu",na,"Experience in applied machine learning or artificial intelligence.Guide junior data scientists in the use of advanced statistical, machine learning, and…",4.3,na,1.0
Artificial Intelligence Product Designer,DcodeAI,"Noida, Uttar Pradesh","40,000 - 70,000 a month","Personal protective equipment provided or required.Sanitising, disinfecting, or cleaning procedures in place.Train and develop training manuals.",-99.0,Bachelor's,1.0
Fresher Developer,Comprinno Technologies,"Bengaluru, Karnataka","15,000 a month","Software development: 1 year (Preferred).Tech Computer Science with minimum 65% score.Good knowledge in Java, Phython.Good Reasoning and Analytical skills.",-99.0,Bachelor's,1.0
Front End Developer Intern,Skill-Lync,"Chennai, Tamil Nadu","18,000 a month","Proven work experience as a Front-end developer.Sanitising, disinfecting, or cleaning procedures in place.The position requires an experienced and ambitious…",-99.0,na,1.0
Software Engineer / Machine Learning,Intellexe Management Consultants,"Bengaluru, Karnataka",na,Min 1 -3y of experience ONLY - Should have worked in Machine Learning Project - Should have strong exposure by Coding in Machine Learning -Exposure to deep…,-99.0,na,1.0
Tibco Spotfire Developer,i2e Consulting,"Mumbai, Maharashtra","5,00,000 - 12,00,000 a year",Software development: 2 years (Required).Teradata : Should have knowledge on Teradata SQL/joins/data analysis.Work timings - 1.00 p.m -10.00 p.m (Mon-Fri) *.,-99.0,Software development: 2 yearsWork: 3 yearsSpotfire: 2 years,1.0
DATA SCIENTIST,Tech27 Systems Ltd.,"Calicut, Kerala",na,"Post graduate degree in Statistics, Math or any other with strong analytical background .Applied Machine Learning experience (regression and classification,…",-99.0,na,1.0
Associate Software Analyst,IQVIA,"Bengaluru, Karnataka",na,"Bachelor's Degree Computer Science or related discipline, or equivalent experience Req.Incumbent possesses and has demonstrated basic knowledge of systems and…",3.8,na,1.0
HTML Developer,Codeyiizen,"New Delhi, Delhi",na,Develop new user-facing features.Optimize application for maximum speed and scalability.Fair understanding of JavaScript programming and DOM manipulation.,-99.0,na,1.0
Business Analyst,Daemon software and services,"Thiruvananthapuram, Kerala","3,74,201 - 12,26,577 a year","Review and analyze system specifications with product owners and business teams.Understand the business, clarify details and create user stories with detailed…",-99.0,na,1.0
Web Developer- Html/CSS,Riverswave Technologies Pvt Ltd,"Technopark, Kerala","20,000 - 25,000 a month","Proficiency with JavaScript, Jquery, Bootstrap, Flexbox, Grid Layout and HTML5.Experience in development of HTML template from scratch.",-99.0,na,1.0
Product Manager,Impress AI,"Kochi, Kerala","12,00,000 - 25,00,000 a year",Solid technical background with understanding and/or hands-on experience in software development and web technologies.Total work: 3 years (Preferred).,-99.0,na,1.0
2411 - Senior Statistical Programmer,"Cytel, India",India,na,Ability to work on data migration from legacy datasets to standards such as CDISC or any other client specific standard.,4.5,na,1.0
Data And Analytics_ETL/Data Quality Developer,EY,"Bengaluru, Karnataka",na,"In-depth experience in data management, data integration, ETL, data modeling, data mapping, data profiling, data quality and controls, data analysis, reporting,…",4.0,na,1.0
RPA/VBA software Developer,ANI Calls India Private Limited,"Noida, Uttar Pradesh","8,00,000 - 14,00,000 a year","Fine-tune performance and operation issues that arise with RPA Bots. –.Provide on-going operational support, including upgrades, defect fixes, and any Process…",-99.0,na,13.0
Technology Intern - Developer (Backend/ Frontend),velocitai digital,"Gurgaon, Haryana","3,000 - 5,000 a month",Passion and commitment for learning new technologies / skills.Ideal launch pad for grads who are madly in love with technology and are looking for a fast-paced…,-99.0,na,1.0
Software Development Engineer II (Big Data),Expedia Group,Delhi,na,"Have enterprise end to end software development experience.Whether you're applying to work in engineering or customer support, marketing or lodging supply, at…",3.9,na,1.0
Software Engineer / Programmer Analyst,IDA Automation Pvt Ltd,"Bengaluru, Karnataka","22,000 - 40,000 a month","Sc in Computer Science, Engineering or relevant field.Python, QT/TCL Tk, Postgres, Sqlite, Selenium or Scrappy, Microservices.Ability to write Unit Test.",-99.0,na,1.0
Software Developer,Joltme Electrovision,"Delhi, Delhi","20,000 - 40,000 a month","Experience working with remote data via REST and JSON.We are looking for a Software Developer specializing with Angular JS, NodeJS and React js, who is…",-99.0,Total work: 3 yearsCSS: 2 yearsHTML: 2 years,1.0
Data Scientist /software,ANI Calls India Private Limited,"Bengaluru, Karnataka","9,00,000 - 16,00,000 a year",BI tools for data visualization like Tableau.5 years of professional experience in a data science.Experience extracting insights from large data sets using…,-99.0,na,13.0
Informatica ETL Developer,Rayan technology,"Hyderabad, Telangana","1,00,000 a month","Expert in Informatica, unix shell scripting, sql, plsql - primary.IIB - IBM Integration Bus / MQ - Secondary.Job Types: Full-time, Contract.",-99.0,Informatica : 4 yearsBachelor's,1.0
Software Developer,Peoples innovation,"Vashi, Navi Mumbai, Maharashtra",na,"Node.js, Ember.js and/or Backbone.js experience.1-3 Years Experience developing with RoR, Python or PHP.3+ years of experience with relational databases.",-99.0,na,1.0
Wordpress Developer,Matrix Web Studio,"Sarai Rohila, Delhi","10,212 - 33,875 a month","Pay: ₹10,212.00 - ₹33,875.00 per month.Total work: 1 year (Preferred).",-99.0,na,1.0
Jr. Java Developer (Software Engineer Level-III),Bursys Infotech India Pvt Ltd,"Panchkula, Haryana","20,000 - 35,000 a month","Expertise in coding using data structures.A love for developing software and solving difficult problems with simple solutions.Job Types: Full-time, Fresher.",-99.0,na,1.0
"AI, ML, Python Developer","Millennium Software Solutions Pvt Ltd, Dwarakanaga...","Visakhapatnam, Andhra Pradesh",na,"\* Strong experience in statistical models and machine learning models.\* Proven ability to apply, debug, and develop machine learning models.",-99.0,na,1.0
Software Engineer (Developer),MySite,"Bengaluru, Karnataka","50,000 - 90,000 a month",MySite is an upcoming B2B Mobile-first SaaS company in the construction space.The founding team has experience with top management consulting firms and are…,-99.0,Higher Secondary(12th Pass),1.0
Software Developer,Seltam technologies solutions pvt ltd,"Chennai, Tamil Nadu","10,000 a month","Implement security and data protection solutions.We are hiring Freshers & Experienced candidates for Python development.Salary: ₹10,000.00 per month.",-99.0,Python: 1 year,1.0
Software Developer,Varuna Integrated Logistics,"Gurgaon, Haryana",na,"Field specialization: Computer and information Sciences and Support services, Information Technology.Degree: Bachelor of Technology - BTech, Master of Computer…",4.0,na,1.0
BI Developer,a2gsoft technologies,"Noida, Uttar Pradesh","6,00,000 a year","Crafting and executing queries upon request for data.Create tools to store data/ develop utilities.Designing, developing and maintaining business intelligence…",-99.0,na,1.0
Software Developer (Internship + Permanent employment)| Than...,Applied Cloud Computing Pvt. Ltd.,"Mumbai, Maharashtra","8,000 a month","Greetings from Applied Cloud Computing Pvt. Ltd!Bond: - 2 years including 6 month's internships.Qualification - BE/Btech (IT/Comp), BCA/MCA.",-99.0,Bachelor's,1.0
Sr. software consultant - testing,Capita Plc,"Pune, Maharashtra",na,Understand Application software and its Functionality.Close collaboration with developers & other team members.Able to undertake non-functional tests.,3.2,na,1.0
SQL Developer,Intellifour software,"Bengaluru, Karnataka","9,00,000 a year",If interested or have referrals kindly drop a mail along with below details:We have immediate opportunity for SQL Developer for Bangalore location.,-99.0,na,1.0
Data Science Developer,Safaltek,Meghalaya,na,"Data Science Developer Apply Job.Years of Experience: Minimum 2 to 3 Years.Location: Safaltek Software Pvt. Ltd. – Sec-67, Netsmartz Square, Mohali Refer…",-99.0,na,1.0
JIRA/Confluence Admin & Developer,Larsen & Toubro Infotech Limited,India,na,"JIRA Administration (workflow changes, content updates, general admin tasks) • Confluence Administration (report development, integration between JIRA and…",3.7,na,1.0
Data Scientist/Language Engineer II,ADCI - Karnataka,"Bengaluru, Karnataka",na,"Experience applying various machine learning techniques, and understanding the key parameters that affect their performance.You will help us invent the future.",3.6,na,1.0
Software Engineer,NatWest Markets,"Gurgaon, Haryana",na,"You’ll need a background in software engineering, software design or database design and architecture, as well as experience of developing software in a SOA or…",3.9,na,1.0
Python Developer,smartSense Consulting Solutions,"Gandhinagar, Gujarat",na,"Finished Bachelors or Masters in Software Engineering.Debug existing software components, fix issues and avoid regressions.",-99.0,na,1.0
Software Developer,New Vision Softcom And Consultancy Private Limited,"Hyderabad, Telangana",na,"Looking for Immediate Joining Location- Pune, Hyderabad strong hands on experience in Oracle 10gAS, Weblogic (10g, 11g & 12c), Oracle Soa Suite (11g and 12c),…",-99.0,na,1.0
Data Scientist,Payoda,"Coimbatore, Tamil Nadu",na,"We are looking for a passionate data scientist to become part of the Bigdata and Data Science team to.Hands-on data scrapping, data exploration, hypothesis…",4.0,na,1.0
AOSP Developer,Ultimate Infoways Pvt. Ltd. (AOSCart),"Ahmedabad, Gujarat","800 - 1,200 an hour",We are developing OS for visually impaired people.It is a long term project by providing support to all further versions and all brand models.,-99.0,AOSP Development: 3 years,1.0
Junior .NET Software Engineers,Telerad Tech,"Bengaluru, Karnataka",na,"Education Qualification: B-Tech, BCA, MCA.",-99.0,na,1.0
Software Engineer - Data,Drishti,"Bengaluru, Karnataka",na,"Certificate or courses done on data analytics on coursera, edX or others.2+ years of experience with data analytics across domains – either inhouse in data…",3.4,na,1.0
"Software Engineer/Programmer, Software Developer",Aitechex Quantum Innovative Solutions Private limi...,"Hyderabad, Telangana","7,00,000 a year","We are looking for a Front end developer to join us for an end-to-end development Provide direction on front end technologies and approaches Design, Develop,…",-99.0,na,1.0
Website developer,Sociopool India,"Delhi, Delhi",na,Creating an attractive website layout.Developing a website for the company.Working on basic graphics.,-99.0,na,1.0
Data Center Engineer,Hi Tech Informatics Pvt Ltd,"Anjar, Gujarat","22,000 - 25,000 a month","Data center operators are responsible for the installation, maintenance, and provision of hardware and software support of data centers.",-99.0,na,1.0
Senior Data Scientist,TEG Analytics,India,na,Work alongside software developers and data engineers to translate algorithms into commercially viable products and services.What you get to do.,4.0,na,1.0
"Machine Learning Engineers (MLE-2, MLE-3)",Appnomic Systems Pvt. Ltd,"Bengaluru, Karnataka",na,"Understanding of data structures, data modeling and software architecture.Products handle very high volumes of streaming data and perform complex learnings on…",4.3,na,1.0
Moodle Developer,Udyot Solutions,"Pune, Maharashtra","22,000 - 30,000 a month",Experience in XML data structures and Web Services (SOA).Designing and building enterprise level learning management systems based on Moodle/PHP.,-99.0,na,1.0
Data Engineer I,Honeywell,"Gurgaon, Haryana",na,"Experience with Tableau or PowerBI or any visualization tool is plus.Experience with data blending/data virtualization tools like Paxata, Dremio, etc.",3.7,na,1.0
SSE – Machine Learning Engineer,Wibmo,"Bengaluru, Karnataka",na,"Understanding of data structures, data modelling and software architecture.Run machine learning tests and experiments.Panda, NumPy, Matplot, Seaborn, Scikit.",-99.0,na,1.0
Software Developer,911 Fintech Solutions,"Jaipur, Rajasthan","50,000 - 60,000 a month","3+ years experience as a Software developer/ Full stack developer.Net / MVC / SQL /jQuery / Json.Salary: ₹50,000.00 - ₹60,000.00 per month.",-99.0,na,1.0
Warehouse Manager,K3 TRADING PRIVATE LIMITED,"Krishna Nagar, Delhi, Delhi","25,000 - 30,000 a month",Hands on experience with warehouse management software and databases.Proven work experience as a Warehouse Manager.Leadership skills and ability manage staff.,-99.0,Work: 3 yearsTotal work: 5 yearsWarehouse Management: 3 years,1.0
Data Scientist,American Express Global Business Travel,"Gurgaon, Haryana",na,"The data science solutions engineer will be a member of the data analytics team and will lead efforts around building big data, data science, data quality, and…",3.6,na,1.0
Software Developer,Mejora Jobs And Education,"Ernakulam, Kerala","8,000 - 20,000 a month",Job Description : Software Developer Location: Kochi Company Type: IT Qualification: Graduate Experience: Fresher/ Experienced Salary: 8k-20k 0.00-50.00…,-99.0,na,1.0
ROR Developer,MindBowser,"Pune, Maharashtra",na,Experience with AngularJS or BackboneJS.0 - 6 months of experience in an internship or with Live projects.Mindbowser offers a suite of products and services…,-99.0,Ruby on Rails: 1 year,1.0
Data Scientist - GoMerchant,GO-JEK,"Bengaluru, Karnataka",na,"Demonstrable experience with TensorFlow outside of an academic setting, or other machine learning libraries such as Scikit-Learn, XGBoost etc.",-99.0,na,1.0
Software Developer ( API Integration ),Dreamwares IT Solutions LLP,"Nashik, Maharashtra",na,"Understanding of JSON, XML and RESTful APIs.Experience in integrating 3rd party systems using APIs.Basic understanding of various authentication types for…",-99.0,na,1.0
Angular Developer,Elpis Systems India Pvt Ltd,"Bengaluru, Karnataka","3,00,000 - 5,00,000 a year","Personal protective equipment provided or required.Sanitising, disinfecting, or cleaning procedures in place.CTC : 3 L - 5 L.Application Deadline: 31/1/2021.",-99.0,na,1.0
AngularJS Developer,Epress Limited,"Noida, Uttar Pradesh","2,75,851 - 10,98,303 a year",Software development: 2 years (Preferred).Looking to employ Angular JS Developers having good experience for ongoing projects.Total work: 2 years (Preferred).,-99.0,na,1.0
Web Developer - Fresher & Experienced - Immediate Hiring,Usha-System,"Tiruppur, Tamil Nadu","8,000 - 20,000 a month",Basic Knowledge in HTML & CSS.Basic Knowledge in Javascript is an added advantage.Experienced Candidates - work experience in this field at least 1+.,-99.0,na,1.0
MEAN Stack Developer,Muoro,"Gurgaon, Haryana","30,000 - 50,000 a month","Software development: 1 year (Preferred).Hi, looking for MEAN Stack Developer,.Experience = 2-4 years.Salary = No bar for the right candidate.",-99.0,na,1.0
HTML Developer,Sirez,"Naraina Vihar, Delhi",na,"To design and develop high quality websites / applications as a front-end developer and designer.Required a hands on experience in front - end development,…",-99.0,na,1.0
Software Developer,OxsenIT Technologies,"Hyderabad, Telangana",na,"Software development: 1 year (Preferred).Researching, designing, implementing and managing software programs.Testing and evaluating new programs.",-99.0,na,1.0
Data Entry Operator - Fresher,Farmers Fresh Zone Pvt Ltd,"Kotagiri, Tamil Nadu",na,"Performs high-volume data entry using word processing, spreadsheet, database, or other computer software.Reviews data for errors, missing pages, or missing…",-99.0,na,1.0
Machine Learning Engineer,Infrrd,"Bengaluru, Karnataka",na,"BE or MS or Phd in Computer Science Engineering, or a related discipline with a focus on artificial intelligence, machine learning and Natural Language…",4.0,na,1.0
Software Engineer,General Electric,"Bengaluru, Karnataka",na,"Perform and document data analysis, data validation, and data mapping/design.Ability to identify right data Visualization based on Business requirement.",4.0,na,1.0
Trainee Developer/ Intern,Moving Walls India Pvt Ltd,"Chennai, Tamil Nadu","50,000 a year","Should have knowledge in the Languages like Python,Java.Salary: ₹50,000.00 per year.Total work: 1 year (Preferred).Temporarily due to COVID-19.",-99.0,na,1.0
URGENTLY HIRING FOR DATA ENTRY OPERATOR FRESHERS,COH Software Pvt Ltd,"Pune, Maharashtra","14,800 - 26,000 a month",To upload data on particular system or software (e.g.Quickbooks).Entering data into client system/Database software and checking to ensure the accuracy of the…,-99.0,na,1.0
Data Base Developer,Crypto Mize,"Delhi, Delhi",na,"We give you two days per month to attend or organize team-buildings, conferences, trainings, meetups or hackathons.Want to organize, talk or attend an event?",-99.0,na,1.0
SDE I - Python Developer,Increff,"Bengaluru, Karnataka",na,Knowledge of data modelling principles.Ability to pick up new data tools and concepts quickly.Passionate about complex data structures and problem-solving.,-99.0,na,1.0
Hiring RPA Developer with UI Path,Acesoft Labs,"Bengaluru, Karnataka",na,You will be responsible for supporting the UiPath Platform hosted on Azure.Respond to alerts from monitoring on the platform side for Azure.,-99.0,na,1.0
Team Leader,Welkin Smartcard Business pvt. Ltd.,"Bhopal, Madhya Pradesh","18,000 - 40,000 a month",Ensures data integrity of data presented to clients.Resolve architectural disputes among architects and/or development groups.Total work: 1 year (Preferred).,-99.0,na,1.0
Dot Net Developer,Apalya Technologies Pvt Ltd,"Hyderabad, Telangana","12,000 - 18,000 a month","We are looking for Dot net developers, who have the passion to code.If you have 0-1 year of experience of working on Dot Net technology, and would like to work…",3.9,na,1.0
Web Developer,Codebudha Technologies LLP,"Kochi, Kerala","15,000 a month","Experience with server-side frameworks such as PHP, NodeJS, or any OO-languages.You will be backed by a team of experienced developers, designers others, and…",-99.0,na,1.0
SQL Developer,Wells Fargo,"Bengaluru, Karnataka",na,"Support market risk data migrations, system transitions, data-mapping, data lineage, data reconciliation and documentation in alignment to policy and governance…",3.7,na,1.0
